ID,Timestamp,X,Y,Button,Duration
004-tf2-315,1678909135.737681,960,540,-1,-1
004-tf2-315,1678909135.7456725,956,536,-1,-1
004-tf2-315,1678909135.7536726,951,533,-1,-1
004-tf2-315,1678909135.7616553,943,526,-1,-1
004-tf2-315,1678909135.7696464,933,519,-1,-1
004-tf2-315,1678909135.7856395,896,503,-1,-1
004-tf2-315,1678909135.793623,869,495,-1,-1
004-tf2-315,1678909135.8016136,841,484,-1,-1
004-tf2-315,1678909135.8096159,805,471,-1,-1
004-tf2-315,1678909135.8175976,765,460,-1,-1
004-tf2-315,1678909135.8251607,725,451,-1,-1
004-tf2-315,1678909135.8331542,694,439,-1,-1
004-tf2-315,1678909135.8411448,663,427,-1,-1
004-tf2-315,1678909135.8491373,642,421,-1,-1
004-tf2-315,1678909135.8571384,620,416,-1,-1
004-tf2-315,1678909135.86513,599,411,-1,-1
004-tf2-315,1678909135.8731132,579,404,-1,-1
004-tf2-315,1678909135.8821023,567,401,-1,-1
004-tf2-315,1678909135.889105,557,397,-1,-1
004-tf2-315,1678909135.8980882,551,394,-1,-1
004-tf2-315,1678909135.9060776,551,394,-1,-1
004-tf2-315,1678909135.9780052,545,392,-1,-1
004-tf2-315,1678909135.985998,522,392,-1,-1
004-tf2-315,1678909135.9939897,485,392,-1,-1
004-tf2-315,1678909136.0019817,433,392,-1,-1
004-tf2-315,1678909136.009974,384,392,-1,-1
004-tf2-315,1678909136.017963,335,391,-1,-1
004-tf2-315,1678909136.025956,293,383,-1,-1
004-tf2-315,1678909136.0339477,262,380,-1,-1
004-tf2-315,1678909136.0419405,250,379,-1,-1
004-tf2-315,1678909136.0499332,245,377,-1,-1
004-tf2-315,1678909136.0818987,245,377,-1,-1
004-tf2-315,1678909136.0898914,248,377,-1,-1
004-tf2-315,1678909136.097883,258,377,-1,-1
004-tf2-315,1678909136.105875,268,377,-1,-1
004-tf2-315,1678909136.113866,280,377,-1,-1
004-tf2-315,1678909136.1218576,293,377,-1,-1
004-tf2-315,1678909136.137264,340,377,-1,-1
004-tf2-315,1678909136.1452553,383,387,-1,-1
004-tf2-315,1678909136.1532476,436,399,-1,-1
004-tf2-315,1678909136.1612535,492,407,-1,-1
004-tf2-315,1678909136.1692314,553,415,-1,-1
004-tf2-315,1678909136.177223,610,421,-1,-1
004-tf2-315,1678909136.1852157,666,429,-1,-1
004-tf2-315,1678909136.1932065,706,436,-1,-1
004-tf2-315,1678909136.2011993,733,438,-1,-1
004-tf2-315,1678909136.209191,745,438,-1,-1
004-tf2-315,1678909136.2171826,753,438,-1,-1
004-tf2-315,1678909136.2251744,758,438,-1,-1
004-tf2-315,1678909136.2331672,758,438,-1,-1
004-tf2-315,1678909136.2411635,759,438,-1,-1
004-tf2-315,1678909136.2811167,759,438,-1,-1
004-tf2-315,1678909136.2891088,760,438,-1,-1
004-tf2-315,1678909136.2971003,763,438,-1,-1
004-tf2-315,1678909136.3051057,766,438,-1,-1
004-tf2-315,1678909136.3130934,769,438,-1,-1
004-tf2-315,1678909136.3210754,772,438,-1,-1
004-tf2-315,1678909136.3300667,773,438,-1,-1
004-tf2-315,1678909136.3700254,774,439,-1,-1
004-tf2-315,1678909136.3780172,775,439,-1,-1
004-tf2-315,1678909136.394001,788,442,-1,-1
004-tf2-315,1678909136.401992,805,446,-1,-1
004-tf2-315,1678909136.4099844,826,449,-1,-1
004-tf2-315,1678909136.4179764,844,453,-1,-1
004-tf2-315,1678909136.4259696,862,455,-1,-1
004-tf2-315,1678909136.4339702,876,457,-1,-1
004-tf2-315,1678909136.4419532,884,459,-1,-1
004-tf2-315,1678909136.4499547,891,460,-1,-1
004-tf2-315,1678909136.457936,895,460,-1,-1
004-tf2-315,1678909136.4659274,899,461,-1,-1
004-tf2-315,1678909136.4739206,903,461,-1,-1
004-tf2-315,1678909136.4819126,910,463,-1,-1
004-tf2-315,1678909136.489902,917,464,-1,-1
004-tf2-315,1678909136.4978955,926,466,-1,-1
004-tf2-315,1678909136.5058868,932,466,-1,-1
004-tf2-315,1678909136.5138788,938,468,-1,-1
004-tf2-315,1678909136.5218704,941,468,-1,-1
004-tf2-315,1678909136.5298634,945,469,-1,-1
004-tf2-315,1678909136.537855,947,469,-1,-1
004-tf2-315,1678909136.545847,949,469,-1,-1
004-tf2-315,1678909136.5538378,949,469,-1,-1
004-tf2-315,1678909136.5618389,952,469,-1,-1
004-tf2-315,1678909136.5778146,957,470,-1,-1
004-tf2-315,1678909136.585804,963,471,-1,-1
004-tf2-315,1678909136.5937974,966,471,-1,-1
004-tf2-315,1678909136.6017897,969,471,-1,-1
004-tf2-315,1678909136.6097822,975,473,-1,-1
004-tf2-315,1678909136.6177814,979,474,-1,-1
004-tf2-315,1678909136.625764,983,474,-1,-1
004-tf2-315,1678909136.6337554,986,474,-1,-1
004-tf2-315,1678909136.641749,987,474,-1,-1
004-tf2-315,1678909136.6497412,987,474,-1,-1
004-tf2-315,1678909136.6979895,988,475,-1,-1
004-tf2-315,1678909136.8095543,988,475,0,-1
004-tf2-315,1678909136.84952,989,475,-1,-1
004-tf2-315,1678909136.8894792,989,475,0,0.0799248218536377
004-tf2-315,1678909136.9371572,958,539,-1,-1
