ID,Timestamp,X,Y,Button,Duration
017-tf2-328,1680118773.2563374,958,540,-1,-1
017-tf2-328,1680118773.2723193,959,540,-1,-1
017-tf2-328,1680118773.28031,958,540,-1,-1
017-tf2-328,1680118773.2962909,941,528,-1,-1
017-tf2-328,1680118773.3042822,936,525,-1,-1
017-tf2-328,1680118773.3122756,952,533,-1,-1
017-tf2-328,1680118773.3202631,932,523,-1,-1
017-tf2-328,1680118773.3282533,924,514,-1,-1
017-tf2-328,1680118773.3362446,925,518,-1,-1
017-tf2-328,1680118773.3452337,949,532,-1,-1
017-tf2-328,1680118773.3532248,929,520,-1,-1
017-tf2-328,1680118773.3602164,927,514,-1,-1
017-tf2-328,1680118773.3692055,927,503,-1,-1
017-tf2-328,1680118773.3771966,951,532,-1,-1
017-tf2-328,1680118773.3851871,937,512,-1,-1
017-tf2-328,1680118773.3931775,940,515,-1,-1
017-tf2-328,1680118773.4011686,950,530,-1,-1
017-tf2-328,1680118773.409159,956,537,-1,-1
017-tf2-328,1680118773.4171498,952,537,-1,-1
017-tf2-328,1680118773.4246476,948,540,-1,-1
017-tf2-328,1680118773.4326377,943,540,-1,-1
017-tf2-328,1680118773.440629,953,542,-1,-1
017-tf2-328,1680118773.4486196,933,546,-1,-1
017-tf2-328,1680118773.4566102,920,551,-1,-1
017-tf2-328,1680118773.4646018,923,547,-1,-1
017-tf2-328,1680118773.4725916,948,541,-1,-1
017-tf2-328,1680118773.4805827,927,543,-1,-1
017-tf2-328,1680118773.4885728,928,547,-1,-1
017-tf2-328,1680118773.4965632,927,540,-1,-1
017-tf2-328,1680118773.5045545,943,541,-1,-1
017-tf2-328,1680118773.5125449,953,541,-1,-1
017-tf2-328,1680118773.528526,952,542,-1,-1
017-tf2-328,1680118773.5365167,950,544,-1,-1
017-tf2-328,1680118773.5445075,958,540,-1,-1
017-tf2-328,1680118773.552498,958,541,-1,-1
017-tf2-328,1680118773.5604887,959,541,-1,-1
017-tf2-328,1680118773.57647,960,542,-1,-1
017-tf2-328,1680118773.5844605,960,540,-1,-1
017-tf2-328,1680118773.592451,960,541,-1,-1
017-tf2-328,1680118773.6004417,960,541,-1,-1
017-tf2-328,1680118773.608433,961,541,-1,-1
017-tf2-328,1680118773.6324046,961,541,-1,-1
017-tf2-328,1680118773.6403947,960,541,-1,-1
017-tf2-328,1680118773.6563766,960,541,-1,-1
017-tf2-328,1680118773.6643672,960,541,-1,-1
017-tf2-328,1680118773.6803489,960,541,-1,-1
017-tf2-328,1680118773.6883388,960,542,-1,-1
017-tf2-328,1680118773.7043204,960,541,-1,-1
017-tf2-328,1680118773.7123113,960,541,-1,-1
017-tf2-328,1680118773.7203019,960,541,-1,-1
017-tf2-328,1680118773.7282925,960,542,-1,-1
017-tf2-328,1680118773.7362828,960,541,-1,-1
017-tf2-328,1680118773.7442737,960,543,-1,-1
017-tf2-328,1680118773.7522645,960,541,-1,-1
017-tf2-328,1680118773.7602553,960,542,-1,-1
017-tf2-328,1680118773.7682457,960,540,-1,-1
017-tf2-328,1680118773.8012073,960,541,-1,-1
017-tf2-328,1680118774.192256,960,540,-1,-1
