ID,Timestamp,X,Y,Button,Duration
010-poly-317,1679346339.6204553,1046,453,-1,-1
010-poly-317,1679346339.6284544,1046,451,-1,-1
010-poly-317,1679346339.6364472,1046,447,-1,-1
010-poly-317,1679346339.644446,1047,443,-1,-1
010-poly-317,1679346339.6524556,1047,439,-1,-1
010-poly-317,1679346339.6605213,1048,435,-1,-1
010-poly-317,1679346339.6685576,1048,432,-1,-1
010-poly-317,1679346339.6765904,1048,430,-1,-1
010-poly-317,1679346339.6836336,1048,428,-1,-1
010-poly-317,1679346339.6996877,1048,426,-1,-1
010-poly-317,1679346339.7081983,1047,426,-1,-1
010-poly-317,1679346339.7165432,1047,424,-1,-1
010-poly-317,1679346339.7559557,1047,424,-1,-1
010-poly-317,1679346339.7720563,1048,421,-1,-1
010-poly-317,1679346339.78813,1056,419,-1,-1
010-poly-317,1679346339.7960753,1066,416,-1,-1
010-poly-317,1679346339.804069,1071,416,-1,-1
010-poly-317,1679346339.8120742,1079,416,-1,-1
010-poly-317,1679346339.8200657,1086,416,-1,-1
010-poly-317,1679346339.8280578,1093,416,-1,-1
010-poly-317,1679346339.8365235,1098,416,-1,-1
010-poly-317,1679346339.8444607,1104,415,-1,-1
010-poly-317,1679346339.852458,1112,414,-1,-1
010-poly-317,1679346339.8603597,1119,413,-1,-1
010-poly-317,1679346339.8761706,1134,410,-1,-1
010-poly-317,1679346339.8919091,1144,409,-1,-1
010-poly-317,1679346339.8997405,1145,409,-1,-1
010-poly-317,1679346339.9084892,1145,409,-1,-1
010-poly-317,1679346339.9724598,1147,409,-1,-1
010-poly-317,1679346339.988159,1157,409,-1,-1
010-poly-317,1679346339.9964561,1164,407,-1,-1
010-poly-317,1679346340.0124555,1178,406,-1,-1
010-poly-317,1679346340.0197523,1183,406,-1,-1
010-poly-317,1679346340.028503,1187,406,-1,-1
010-poly-317,1679346340.0364554,1191,406,-1,-1
010-poly-317,1679346340.0436597,1194,406,-1,-1
010-poly-317,1679346340.0517292,1196,406,-1,-1
010-poly-317,1679346340.0599296,1197,406,-1,-1
010-poly-317,1679346340.1724603,1198,405,-1,-1
010-poly-317,1679346340.1884558,1200,403,-1,-1
010-poly-317,1679346340.196519,1201,403,-1,-1
010-poly-317,1679346340.2045422,1205,401,-1,-1
010-poly-317,1679346340.2125232,1208,399,-1,-1
010-poly-317,1679346340.2196872,1212,398,-1,-1
010-poly-317,1679346340.2285273,1215,397,-1,-1
010-poly-317,1679346340.236258,1218,397,-1,-1
010-poly-317,1679346340.356009,1218,397,-1,-1
010-poly-317,1679346340.3640008,1217,397,-1,-1
010-poly-317,1679346340.4284585,1217,397,0,-1
010-poly-317,1679346340.5083804,1217,397,0,0.07992196083068848
010-poly-317,1679346340.6284935,1217,397,-1,-1
010-poly-317,1679346340.6365104,1218,397,-1,-1
010-poly-317,1679346340.6445072,1219,397,-1,-1
010-poly-317,1679346340.6604104,1226,399,-1,-1
010-poly-317,1679346340.6685443,1233,400,-1,-1
010-poly-317,1679346340.676292,1240,400,-1,-1
010-poly-317,1679346340.6919177,1258,403,-1,-1
010-poly-317,1679346340.707967,1281,404,-1,-1
010-poly-317,1679346340.7165265,1293,404,-1,-1
010-poly-317,1679346340.7239463,1305,404,-1,-1
010-poly-317,1679346340.7324557,1319,404,-1,-1
010-poly-317,1679346340.7398522,1330,404,-1,-1
010-poly-317,1679346340.7483222,1342,404,-1,-1
010-poly-317,1679346340.7560074,1352,404,-1,-1
010-poly-317,1679346340.764009,1358,404,-1,-1
010-poly-317,1679346340.772455,1363,404,-1,-1
010-poly-317,1679346340.7800517,1365,405,-1,-1
010-poly-317,1679346340.7880435,1365,405,-1,-1
010-poly-317,1679346340.9244592,1366,405,-1,-1
010-poly-317,1679346340.9316838,1368,405,-1,-1
010-poly-317,1679346340.9397123,1368,405,-1,-1
010-poly-317,1679346340.9484553,1370,405,-1,-1
010-poly-317,1679346340.9557176,1372,405,-1,-1
010-poly-317,1679346340.964448,1372,405,-1,-1
010-poly-317,1679346341.0684605,1372,405,0,-1
010-poly-317,1679346341.091759,1373,405,-1,-1
010-poly-317,1679346341.1482186,1374,405,-1,-1
010-poly-317,1679346341.1564457,1375,405,-1,-1
010-poly-317,1679346341.1644475,1375,405,-1,-1
010-poly-317,1679346341.179889,1378,405,-1,-1
010-poly-317,1679346341.196455,1383,405,-1,-1
010-poly-317,1679346341.2125309,1389,405,-1,-1
010-poly-317,1679346341.2284477,1399,405,-1,-1
010-poly-317,1679346341.2443178,1416,405,-1,-1
010-poly-317,1679346341.2605994,1439,405,-1,-1
010-poly-317,1679346341.275645,1467,405,-1,-1
010-poly-317,1679346341.284541,1483,405,-1,-1
010-poly-317,1679346341.3003423,1512,405,-1,-1
010-poly-317,1679346341.316401,1540,405,-1,-1
010-poly-317,1679346341.3323998,1561,405,-1,-1
010-poly-317,1679346341.340432,1569,405,-1,-1
010-poly-317,1679346341.3484595,1571,405,-1,-1
010-poly-317,1679346341.3564594,1573,405,-1,-1
